temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth
24.34,26,1010.1,0.0,0.0,30.0,100,0,0,610.54,20.43,255.72,22.45,254.18,20.28,253.5,31.68,66.048366,60.160697,264.86635
19.58,36,1016.7,0.0,0.0,0.0,0,0,0,567.82,4.9,233.97,4.9,233.97,4.9,233.97,7.2,50.333433,63.264808,239.48055
11.16,47,1015.0,0.0,0.0,100.0,100,100,0,0.0,6.13,183.37,3.08,159.44,6.48,180.0,1.8,112.99639,98.079817,65.410665
19.9,39,1021.8,0.0,0.0,0.0,0,0,0,695.09,21.61,169.44,23.44,169.38,21.54,170.38,16.2,12.250414,40.479016,163.71974
16.24,35,1030.3,0.0,0.0,30.0,100,0,0,421.86,15.04,158.96,17.65,159.72,16.06,160.35,11.52,19.777607,64.185463,184.14749
15.87,32,1020.1,0.0,0.0,0.0,0,0,0,533.11,26.04,40.52,29.06,41.99,26.28,41.11,25.2,81.033637,68.497974,278.9986
23.65,38,1014.1,0.0,0.0,0.0,0,0,0,709.33,11.57,5.36,11.61,7.13,10.9,7.59,12.6,36.582104,32.969454,123.55928
10.96,56,1018.6,0.0,0.0,1.5,5,0,0,406.73,17.34,184.76,18.49,186.71,17.02,186.07,16.2,38.206031,71.433556,213.19559
9.33,68,1024.6,0.0,0.0,26.0,0,0,26,413.85,15.28,34.44,16.49,36.12,15.28,34.44,20.16,18.339813,62.314603,186.28051
-3.09,91,1018.8,0.1,0.21,100.0,0,0,100,105.02,32.14,4.5,34.03,6.07,31.85,5.84,36.0,32.107017,63.124478,146.77487
11.64,62,1013.3,0.0,0.0,100.0,0,0,100,555.36,27.32,18.43,30.3,20.16,27.44,19.15,25.2,26.753332,23.229957,152.72274
31.14,17,1014.0,0.0,0.0,0.0,0,0,0,884.66,13.58,302.01,13.22,299.36,12.29,301.83,20.52,24.177643,21.580372,183.32189
3.6,69,1014.0,0.0,0.0,39.0,1,0,39,380.03,31.14,349.34,36.52,350.35,31.97,352.23,39.6,16.622763,53.324996,160.98007
6.79,76,1026.3,0.0,0.0,0.0,0,0,0,95.23,7.34,258.69,15.94,276.48,7.21,267.14,22.68,44.933901,63.377801,128.25811
30.03,25,1015.3,0.0,0.0,100.0,100,100,0,274.12,16.18,327.72,18.06,336.5,16.92,336.16,12.96,92.505491,76.001475,288.22548
1.21,83,1025.4,0.0,0.0,100.0,0,0,100,238.52,16.52,11.31,16.77,14.93,16.52,11.31,22.68,28.082428,64.901661,155.5248
17.81,59,1015.4,0.0,0.0,0.0,0,0,0,198.47,1.8,270.0,3.26,276.34,2.52,270.0,4.68,76.086367,65.507216,85.349974
21.55,39,1022.5,0.0,0.0,4.2,14,0,0,716.45,28.66,168.41,32.27,169.07,28.59,169.11,27.36,33.977531,32.326374,128.38608
27.08,19,1018.1,0.0,0.0,0.0,0,0,0,922.04,22.42,209.86,23.4,210.51,21.61,209.98,31.32,27.753749,18.075309,185.6822
19.23,26,1015.0,0.0,0.0,0.0,0,0,0,185.12,7.9,204.23,15.82,228.69,8.05,206.57,18.0,75.576046,66.775512,87.421442
17.16,31,1017.3,0.0,0.0,0.0,0,0,0,0.0,11.92,208.89,16.12,240.57,13.89,211.22,13.68,103.85723,84.913942,64.59826
16.29,70,1020.6,0.0,0.0,0.0,0,0,0,7.12,16.56,178.75,33.55,176.31,19.47,176.82,21.6,88.771526,80.377525,82.037328
9.27,94,1027.0,0.0,0.0,0.0,0,0,0,0.0,14.76,180.0,31.85,174.16,17.28,181.19,25.2,81.887078,95.112062,106.8402
1.52,38,1046.8,0.0,0.0,0.0,0,0,0,0.0,10.32,209.25,15.99,187.77,15.55,174.69,11.52,59.459979,83.117524,127.1029
11.7,89,1019.8,0.0,0.0,100.0,100,6,100,0.0,11.3,9.16,13.28,12.53,11.79,12.34,8.28,103.87426,88.903192,69.003897
0.22,34,1031.9,0.0,0.0,0.0,0,0,0,0.0,11.53,345.53,15.48,358.67,10.18,351.87,27.72,60.317494,81.440343,123.90539
18.09,62,1013.5,0.0,0.0,100.0,100,100,0,382.7,35.81,210.17,43.77,211.21,36.62,210.09,47.16,50.640507,64.985421,238.41639
19.52,35,1030.0,0.0,0.0,0.0,0,0,0,391.6,7.2,36.87,7.65,41.19,7.42,39.09,7.2,52.413057,75.069043,231.21983
19.14,56,1020.1,0.0,0.0,0.0,0,0,0,461.91,15.04,158.96,17.32,159.3,16.06,160.35,15.12,42.994418,50.508262,121.21672
7.68,68,1035.0,0.0,0.0,23.0,0,23,0,262.55,12.24,360.0,13.34,3.09,12.61,1.64,16.2,22.385128,63.923728,165.50514
22.95,44,1010.8,0.0,0.0,100.0,0,10,100,305.27,1.84,101.31,2.9,119.74,2.74,113.2,4.32,22.288893,29.744988,153.79876
23.79,42,1018.0,0.0,0.0,0.0,0,0,0,435.21,15.88,176.1,18.03,176.57,16.6,176.27,9.72,62.508137,50.68791,91.54188
23.84,25,1011.2,0.0,0.0,2.0,0,2,0,772.52,19.88,215.42,21.57,213.42,20.27,213.41,33.48,10.162192,36.847329,186.38569
26.03,27,1021.1,0.0,0.0,0.0,0,0,0,735.14,8.16,138.58,8.44,140.19,7.93,140.53,22.68,34.287051,31.917421,127.80298
16.1,59,1014.6,0.0,0.0,100.0,0,100,0,457.46,4.69,32.47,4.84,41.99,4.9,36.03,3.96,43.334367,50.057467,120.42288
11.04,80,1015.4,0.0,0.0,84.0,0,84,33,47.17,5.04,360.0,4.69,4.4,4.68,360.0,7.2,72.596704,71.492593,96.426223
5.85,58,1016.3,0.0,0.0,100.0,0,34,100,428.09,25.5,311.57,27.03,311.76,24.22,311.99,28.8,17.4093,61.188492,186.87698
8.99,95,1018.0,0.0,0.0,33.0,16,33,1,0.89,25.72,173.57,40.48,170.79,28.23,174.14,38.52,67.495416,82.89193,114.89378
27.41,25,1016.0,0.2,0.0,10.0,0,10,10,384.48,19.77,236.89,22.57,236.06,20.17,235.18,25.92,62.774361,52.913122,93.263031
13.24,14,1033.2,0.0,0.0,0.0,0,0,0,426.31,12.73,171.87,15.68,170.75,14.97,170.31,14.04,19.789092,62.977315,170.42986
17.5,55,1010.7,0.1,0.0,57.0,0,57,57,461.02,15.94,198.43,18.45,197.02,16.62,197.65,25.2,49.298007,39.262008,103.78484
21.31,19,1026.9,0.0,0.0,0.0,0,0,0,496.62,11.18,165.07,13.1,164.05,11.97,164.29,9.36,38.417116,67.293871,218.4636
15.05,12,1032.7,0.0,0.0,0.0,0,0,0,481.49,9.9,160.91,12.41,163.14,11.73,162.12,7.92,18.602446,62.636742,186.06572
9.96,75,1012.0,0.0,0.0,100.0,0,0,100,81.88,7.93,230.53,8.44,230.19,7.64,225.0,31.68,52.988499,72.45936,125.2448
13.75,36,1021.6,0.0,0.0,82.0,0,82,0,428.98,29.6,184.18,34.75,185.95,29.6,184.18,33.12,19.806907,64.26402,183.76834
6.62,81,1018.7,0.0,0.0,100.0,0,10,100,4.45,25.35,191.47,33.53,194.93,26.12,191.93,26.28,56.782341,82.089942,130.04371
15.04,46,1009.4,0.0,0.0,100.0,0,100,10,354.22,17.77,186.98,19.25,187.52,17.41,187.13,23.76,30.193473,20.435975,147.01697
-2.04,89,1017.6,0.0,0.0,100.0,0,0,100,155.75,45.36,312.43,49.9,313.83,44.83,313.05,54.0,32.469073,64.406196,147.60095
25.74,24,1019.3,0.0,0.0,10.0,0,10,10,744.93,24.54,165.56,26.72,165.96,24.1,166.17,22.32,37.646973,28.891387,121.05589
21.21,19,1023.3,0.0,0.0,0.0,0,0,0,489.5,5.9,127.57,7.9,136.85,7.64,135.0,9.0,38.46713,67.522833,218.29176
14.01,51,1021.1,0.0,0.0,44.0,13,44,4,421.86,16.6,229.4,19.59,233.97,17.38,230.04,36.36,19.803099,64.275047,183.64201
15.12,33,1026.5,0.0,0.0,11.1,37,0,0,323.07,11.25,187.35,12.07,190.3,11.61,187.13,23.04,49.900071,77.884995,224.17932
11.75,74,1017.0,0.0,0.0,100.0,9,38,100,354.22,16.74,161.18,18.21,161.57,16.62,162.35,16.92,28.090586,17.892309,188.37758
11.71,80,1018.7,0.0,0.0,100.0,0,0,100,0.0,11.38,341.57,21.07,340.02,12.41,343.14,16.2,113.94198,97.557653,63.494759
11.26,96,1021.9,0.0,0.0,0.0,0,0,0,0.0,5.86,312.51,9.51,330.52,5.5,328.39,6.84,116.53974,93.143341,54.69046
15.35,41,1019.6,0.0,0.0,0.0,0,0,0,759.17,23.53,29.31,25.19,30.96,23.22,29.74,29.16,36.343665,29.746529,123.76656
7.2,65,1021.1,0.0,0.0,100.0,0,100,0,543.79,14.35,342.47,14.69,342.9,13.66,341.57,14.4,44.530209,67.013699,227.83351
23.05,27,1017.6,0.0,0.0,10.0,0,10,10,673.73,13.8,344.88,13.36,345.96,12.5,348.37,16.92,6.4935539,42.724658,187.6082
20.71,30,1002.4,0.0,0.0,30.0,100,9,0,709.33,45.42,208.39,56.09,209.2,46.23,208.36,69.12,52.337953,48.686481,254.09761
20.2,49,1013.9,0.0,0.0,0.0,0,0,0,509.08,7.57,205.35,8.05,206.57,7.9,204.23,11.88,46.50088,46.188243,113.11648
4.34,96,1028.4,0.0,0.0,0.0,0,0,0,0.0,20.47,325.75,27.73,330.44,20.19,328.86,29.88,61.209215,66.557956,107.98492
1.93,74,1028.5,0.0,0.0,30.0,0,0,30,315.95,38.86,320.26,44.25,320.61,40.15,320.46,46.08,16.148358,52.242686,160.75152
19.37,40,1015.8,0.0,0.0,0.0,0,0,0,741.37,16.81,9.87,16.87,11.07,15.82,11.82,16.2,22.851097,29.190606,153.17299
18.66,60,1011.3,0.4,0.0,100.0,100,100,72,211.82,19.21,257.01,24.54,255.56,20.43,255.72,25.92,38.977965,38.470867,239.08714
6.07,89,1025.9,0.0,0.0,100.0,0,100,100,0.0,10.99,301.61,17.97,302.74,12.48,303.23,18.0,59.840704,73.293908,116.23733
16.57,53,1022.1,0.0,0.0,30.0,100,0,0,545.57,18.72,307.97,20.09,306.25,18.0,306.87,21.6,59.548279,73.001165,243.62886
9.76,93,1015.9,0.0,0.0,100.0,100,100,85,0.0,31.63,168.18,41.87,168.59,32.76,167.95,38.88,92.300283,101.66543,98.536988
26.85,25,1020.4,0.0,0.0,0.0,0,0,0,599.86,4.69,265.6,5.45,262.41,4.74,261.25,7.2,50.110389,39.742546,102.71797
5.6,38,1032.2,0.0,0.0,1.2,4,0,0,506.41,22.01,15.17,23.0,17.3,21.66,15.42,31.68,46.126298,72.749556,224.27123
10.23,73,1011.3,0.1,0.0,100.0,100,100,0,104.13,5.59,75.07,5.51,78.69,5.51,78.69,11.88,56.328528,62.628405,111.48148
5.68,48,1029.7,0.0,0.0,0.0,0,0,0,414.74,19.67,23.75,23.02,26.97,20.14,24.27,31.32,60.025904,81.522951,235.56645
15.31,74,1014.2,0.0,0.0,0.0,0,0,0,151.3,12.62,176.73,15.14,177.27,13.32,180.0,12.6,74.748807,68.305665,90.187256
24.87,16,1018.3,0.0,0.0,3.6,12,0,0,730.69,15.82,168.18,16.87,168.93,15.75,169.46,18.0,6.8453225,41.936051,187.46822
20.54,53,1024.1,0.0,0.0,1.8,6,0,0,396.05,4.84,48.01,4.9,53.97,4.9,53.97,5.4,52.347348,74.411469,231.8187
15.71,66,1011.3,0.3,0.0,100.0,67,100,60,261.66,19.69,210.78,22.78,211.43,19.69,210.78,21.24,54.324698,43.777758,261.27578
4.11,74,1013.6,0.0,0.0,0.0,0,0,0,0.0,7.93,219.47,6.41,231.84,7.9,226.85,6.84,103.10521,95.562755,76.999483
14.73,73,1010.3,0.2,0.0,3.9,13,0,0,524.21,26.48,172.97,30.74,174.62,26.8,173.83,27.0,11.779188,53.73597,170.25248
6.46,56,1025.8,0.0,0.0,29.0,0,0,29,586.51,27.76,9.71,30.36,10.24,27.05,9.96,37.44,15.243673,50.984903,198.88012
27.39,18,1019.2,0.0,0.0,0.0,0,0,0,885.55,13.14,9.46,12.85,11.31,12.5,11.63,16.56,20.690742,25.128996,183.50358
9.27,67,1025.6,0.0,0.0,100.0,31,100,0,339.09,14.44,175.71,16.24,176.19,14.8,175.82,10.08,21.570907,64.563108,169.38125
24.92,29,1014.8,0.0,0.0,10.0,0,10,10,640.8,15.79,294.23,16.12,293.7,14.51,293.39,17.28,67.417164,56.016725,271.01408
9.24,96,1027.6,0.0,0.0,1.0,0,0,1,0.0,15.48,180.0,32.2,174.23,12.78,189.73,23.4,67.514347,84.608378,116.67908
11.34,28,1032.9,0.0,0.0,0.0,0,0,0,478.82,4.9,17.1,4.83,26.57,4.83,26.57,4.32,18.474499,62.479178,186.17403
3.98,81,1024.1,0.0,0.0,0.0,0,0,0,124.6,10.59,170.22,18.45,174.4,10.54,172.15,10.44,43.407591,74.12439,141.63146
12.6,69,1015.3,0.0,0.0,100.0,0,0,100,233.18,10.44,46.4,10.97,48.99,9.96,49.4,10.44,36.309264,58.953026,223.21996
2.17,31,1035.0,0.0,0.0,0.0,0,0,0,0.0,6.37,312.71,9.36,22.62,6.62,337.62,24.48,58.753108,83.237322,128.33543
19.09,40,1020.9,0.0,0.0,0.0,0,0,0,876.65,18.44,308.66,19.23,308.16,17.65,309.21,24.48,39.750361,37.505755,240.76946
1.42,96,1033.4,0.0,0.0,30.0,100,0,0,0.0,8.91,194.04,7.17,107.53,11.38,198.43,5.04,71.313179,92.081677,119.322
17.27,56,1006.7,0.0,0.0,100.0,100,100,10,331.08,18.09,185.71,18.53,187.82,17.02,186.07,16.92,7.1684057,48.172923,188.30165
19.13,45,1016.0,0.0,0.0,0.0,0,0,0,646.14,10.7,132.27,10.97,131.01,10.44,133.6,12.96,9.8933734,44.106885,166.11091
6.57,92,1033.4,0.0,0.0,0.0,0,0,0,55.18,15.16,184.09,27.36,179.25,18.01,182.29,22.32,53.675977,76.753049,128.71157
7.7,50,1026.4,0.0,0.0,0.0,0,0,0,542.9,15.54,346.61,16.77,345.07,15.63,345.32,21.6,32.216246,65.073948,211.23459
12.87,46,1024.2,0.0,0.0,2.7,9,0,0,418.3,18.43,167.59,20.83,170.05,19.49,168.27,26.64,36.490199,70.605886,211.37427
29.79,23,1014.3,0.0,0.0,0.0,0,0,0,809.9,13.8,285.12,13.49,279.21,12.43,280.01,17.28,27.575653,24.450892,147.6291
19.59,49,1017.4,0.0,0.0,100.0,9,0,100,398.72,15.95,298.3,16.1,296.57,14.97,297.18,18.0,65.866022,60.491597,264.28045
27.08,26,1011.5,0.0,0.0,0.0,0,0,0,626.56,13.36,4.64,13.04,6.34,12.73,8.13,20.88,63.929147,60.364311,261.52418
18.52,69,1013.9,0.0,0.0,0.0,0,0,0,370.24,1.94,291.8,1.84,281.31,1.48,284.04,3.96,61.976099,54.731209,96.216604
13.76,70,1011.6,0.0,0.0,74.0,8,74,6,227.84,11.75,310.03,11.53,308.66,10.97,311.01,15.48,56.605185,62.212331,110.72718
2.3,94,1024.0,0.0,0.0,48.0,0,0,48,0.0,39.31,164.05,53.01,164.64,41.39,164.88,52.92,71.87719,92.400801,118.82696
18.5,30,1017.2,0.0,0.0,0.0,0,0,0,881.99,5.8,330.26,5.12,320.71,4.69,327.53,17.64,39.45062,37.883783,240.11121
13.75,71,1016.5,0.0,0.0,10.0,0,0,10,349.77,18.39,176.63,20.21,175.91,18.03,176.57,15.84,38.756581,58.967403,133.3171
15.03,58,1021.9,0.0,0.0,0.0,0,0,0,0.0,7.1,149.53,10.3,126.47,7.73,152.24,11.16,117.33705,94.034913,54.507907
19.25,53,1015.1,0.0,0.0,0.0,0,0,0,387.15,11.97,6.91,11.93,5.19,11.21,5.53,12.24,62.202524,54.313756,95.479285
30.17,20,1020.1,0.0,0.0,0.0,0,0,0,873.09,6.99,191.89,7.07,194.74,6.92,188.97,27.36,40.309153,36.781743,242.01891
16.32,61,1020.6,0.0,0.0,0.0,0,0,0,83.66,10.83,195.42,13.57,201.8,9.69,195.07,10.44,89.567868,73.25819,73.185975
1.9,72,1004.8,0.2,0.14,100.0,0,65,100,240.3,41.35,324.93,49.82,326.2,38.67,324.09,53.64,45.533375,71.291532,224.96626
13.61,42,1011.0,0.0,0.0,0.0,0,0,0,469.92,5.12,39.29,4.61,38.66,4.61,38.66,4.68,43.931465,51.568635,120.56651
29.41,29,1016.5,0.0,0.0,10.0,0,10,10,845.5,12.64,340.02,12.18,341.03,11.28,343.3,12.96,29.58042,24.877121,218.56125
8.53,100,1015.0,0.0,0.0,0.0,0,0,0,0.0,0.0,180.0,3.1,305.54,1.02,225.0,1.44,102.07535,83.965814,66.228308
21.06,21,1023.5,0.0,0.0,0.0,0,0,0,539.34,3.76,106.7,4.83,116.57,4.83,116.57,6.84,25.244709,61.654715,203.84877
18.12,37,1016.9,0.0,0.0,0.0,0,0,0,0.0,18.72,181.1,40.0,177.42,22.69,181.82,21.24,103.46576,84.035817,64.184081
17.29,49,1027.1,0.0,0.0,0.0,0,0,0,538.45,29.34,173.66,35.14,173.53,28.59,174.22,30.6,14.50241,57.713814,187.93769
4.54,77,1032.2,0.0,0.0,0.0,0,0,0,16.91,9.66,206.57,10.46,220.82,11.75,207.35,8.28,55.499021,80.5342,130.20463
2.13,71,1025.0,0.0,0.0,0.0,0,0,0,416.52,15.38,16.31,15.38,16.31,15.19,13.71,23.4,18.426587,61.621814,170.81508
3.13,94,1025.9,0.0,0.0,44.0,33,44,0,0.0,11.59,216.16,17.08,235.3,15.38,212.57,29.52,72.200776,92.520489,118.46938
1.82,76,1012.5,0.0,0.0,60.0,0,0,60,382.7,42.34,174.14,44.46,174.89,42.34,174.14,39.24,33.702217,67.453595,210.77488
14.96,28,1020.8,0.0,0.0,0.0,0,0,0,603.42,31.26,147.23,36.75,147.4,31.67,148.48,37.8,63.271466,64.717972,256.58149
21.21,44,1022.0,0.0,0.0,0.0,0,0,0,749.38,10.95,133.67,12.23,137.39,11.48,138.81,14.4,38.574058,28.757521,119.0989
16.14,46,1019.5,0.0,0.0,12.0,0,0,12,521.54,16.65,291.57,17.65,290.28,15.84,291.32,21.6,45.239659,44.296268,113.85363
13.76,65,1015.1,0.2,0.0,100.0,0,0,100,199.36,10.59,234.69,10.46,243.43,9.39,237.53,20.52,13.262543,56.223862,188.18243
14.42,42,1021.6,0.0,0.0,0.0,0,0,0,0.0,25.42,164.39,41.8,159.85,27.0,163.74,38.16,102.37577,83.537183,65.279229
27.47,23,1014.0,0.0,0.0,5.0,0,5,0,440.55,18.64,280.01,19.16,275.39,17.7,274.67,17.28,78.000099,73.386813,269.48833
16.4,38,1013.2,0.0,0.0,0.0,0,0,0,813.46,30.96,23.29,33.85,23.84,30.63,23.55,28.8,53.717994,46.339292,258.15096
22.82,30,1012.8,0.0,0.0,97.0,16,0,97,401.39,14.51,336.61,14.37,337.93,13.44,339.62,19.08,78.298098,70.965374,272.34847
12.8,95,1013.3,0.0,0.0,0.0,0,0,0,0.0,4.58,225.0,6.73,285.52,4.39,214.99,4.32,103.49073,90.489677,71.252314
14.27,72,1011.7,0.3,0.0,14.1,47,0,13,569.6,32.02,171.6,38.59,171.42,32.74,171.78,34.92,11.135813,53.617472,188.40963
-4.58,95,1024.9,0.0,0.0,2.0,0,0,2,0.0,4.9,233.97,4.21,70.02,6.03,252.65,11.16,84.830322,87.524819,94.837679
13.75,50,1013.9,0.0,0.0,31.0,0,0,31,695.09,17.82,315.0,18.09,312.58,16.81,313.26,20.52,12.815612,39.764428,163.19485
18.47,20,1023.7,0.0,0.0,0.0,0,0,0,715.56,13.34,356.91,13.32,358.45,12.6,360.0,11.88,45.150707,61.275516,233.84157
17.42,58,1015.4,0.0,0.0,0.0,0,0,0,201.14,10.54,352.15,10.59,350.22,10.31,347.91,11.88,76.041535,65.642574,85.558296
19.49,29,1018.1,0.0,0.0,100.0,35,100,0,636.35,4.39,34.99,3.83,41.19,3.83,41.19,6.12,10.718677,35.621563,183.58539
20.79,35,1004.5,0.0,0.0,30.0,100,0,0,784.98,39.52,203.06,46.75,203.6,39.85,202.86,60.84,21.053385,25.194906,188.40895
30.74,19,1016.3,0.0,0.0,1.2,4,0,0,695.98,26.96,214.11,29.85,213.69,26.96,214.11,42.48,66.227481,54.306242,270.85328
12.17,89,1019.1,0.0,0.0,100.0,100,94,100,0.0,10.25,18.43,11.84,19.54,10.5,22.17,7.92,114.81855,96.943447,61.559578
6.46,64,1027.4,0.0,0.0,0.0,0,0,0,515.31,15.33,350.54,16.1,349.7,15.04,348.96,22.68,20.185275,60.529128,196.06522
23.79,34,1020.7,0.0,0.0,0.0,0,0,0,934.5,15.0,30.26,15.19,31.43,14.69,30.96,12.96,32.852226,22.932021,225.33091
7.67,43,1021.4,0.0,0.0,59.0,100,59,0,0.0,14.26,190.18,27.96,168.11,17.65,191.77,21.96,88.171901,84.815675,87.404082
16.67,38,1029.7,0.0,0.0,4.8,16,0,0,525.99,13.72,4.51,14.15,7.31,13.44,7.7,12.6,15.646211,59.080388,187.61833
7.46,79,1013.2,0.0,0.0,100.0,0,100,100,0.0,1.14,161.57,3.24,360.0,1.61,153.43,2.16,116.31451,93.10191,54.990844
19.05,39,1015.2,0.0,0.0,8.0,0,0,8,639.02,27.04,273.05,29.53,271.4,26.64,270.77,38.52,35.504359,54.994753,225.08562
9.73,70,1014.0,0.0,0.0,100.0,0,0,100,360.45,23.84,14.88,26.46,14.98,23.75,14.04,24.84,47.117423,40.780817,108.56021
20.2,44,1016.9,0.0,0.0,0.0,0,0,0,79.21,23.08,176.42,35.28,171.79,24.19,175.73,25.2,89.784684,73.571323,73.206591
28.14,17,1015.7,0.0,0.0,10.0,15,10,0,865.97,8.91,136.64,9.16,135.0,8.91,136.64,11.88,32.663549,23.660653,225.50891
29.2,16,1017.2,0.0,0.0,0.0,0,0,0,790.32,12.14,11.98,11.87,14.04,11.62,16.19,18.36,50.300942,47.222944,252.04844
10.09,92,1016.2,0.0,0.0,66.0,0,5,66,0.0,20.27,167.69,28.04,167.39,21.4,167.37,17.64,84.171662,87.334283,95.582305
6.08,61,1028.7,0.0,0.0,96.0,100,96,0,6.23,14.62,189.93,21.95,221.01,17.82,188.13,18.0,57.1321,82.40997,129.8785
12.26,54,1023.6,0.0,0.0,100.0,83,24,100,614.99,21.87,327.09,23.86,326.07,21.37,327.38,25.2,15.190302,50.631895,199.05603
14.97,54,1022.8,0.0,0.0,0.6,2,0,0,747.6,23.36,24.59,25.45,25.11,23.36,24.59,25.56,38.461462,28.726518,119.3334
26.66,20,1013.6,0.0,0.0,0.0,0,0,0,807.23,14.34,321.12,14.57,320.01,14.06,320.19,12.96,54.180797,45.167994,259.86973
28.56,27,1017.0,0.0,0.0,0.0,0,0,0,854.4,17.64,360.0,18.0,360.0,17.28,360.0,25.56,37.361992,36.750109,236.96028
11.4,67,1011.0,0.0,0.0,37.0,30,37,3,424.53,43.39,292.95,53.75,292.44,47.33,291.88,56.16,59.660096,80.415065,236.23686
3.16,82,1016.4,0.0,0.0,0.6,2,0,0,0.0,10.19,212.01,12.25,245.7,12.48,213.23,10.08,101.98323,89.662183,72.570977
19.11,42,1020.2,0.0,0.0,27.6,92,0,0,548.24,2.41,153.43,3.08,159.44,2.74,156.8,9.36,11.11799,52.722311,169.96812
17.65,25,1018.7,0.0,0.0,100.0,100,100,0,532.22,14.69,162.9,16.17,163.18,14.59,164.25,14.76,29.504642,43.436623,137.4497
15.37,20,1028.0,0.0,0.0,0.0,0,0,0,487.72,17.7,175.33,20.21,175.91,17.34,175.24,17.28,74.716312,82.407517,255.93721
12.58,55,1022.3,0.0,0.0,100.0,100,100,38,285.69,12.68,55.41,13.58,57.99,12.78,57.65,15.48,17.860486,34.350699,158.24428
13.72,84,1014.6,0.0,0.0,100.0,7,100,0,27.59,9.37,177.8,9.18,191.31,9.39,175.6,4.32,87.54807,77.265511,80.583047
12.94,50,1014.6,0.0,0.0,100.0,100,100,0,100.57,6.21,190.01,10.37,200.32,6.21,190.01,6.48,73.118744,67.780468,92.056976
5.72,38,1031.7,0.0,0.0,1.2,4,0,0,429.87,22.7,14.7,24.72,16.06,22.7,14.7,31.68,60.063468,81.381671,235.77953
18.18,54,1006.3,0.0,0.0,100.0,100,100,100,420.08,15.63,208.93,17.23,206.03,16.27,204.86,13.68,36.149405,58.250785,223.55748
8.18,68,1016.3,0.0,0.0,100.0,0,0,100,194.91,23.28,320.65,27.61,320.29,22.73,319.5,28.44,70.705885,82.675332,249.96227
13.29,45,1025.9,0.0,0.0,0.0,0,0,0,320.4,18.69,164.36,21.92,165.74,19.3,165.96,17.28,50.742046,77.876654,225.51843
11.22,66,1019.5,0.0,0.0,0.0,0,0,0,370.24,3.83,138.81,3.89,146.31,3.6,143.13,5.04,38.892517,58.412642,132.68432
11.48,58,1012.0,0.0,0.0,20.0,28,20,0,435.21,37.36,295.08,45.09,295.54,40.43,294.74,51.84,45.717632,71.787259,224.70855
16.88,49,1018.5,0.0,0.0,100.0,29,100,0,439.66,23.91,161.57,26.87,162.05,24.14,162.65,25.56,23.056643,56.638513,205.85063
0.08,96,1024.9,0.0,0.0,100.0,0,0,100,0.0,5.59,165.07,3.1,144.46,6.49,176.82,1.8,60.48634,77.874288,119.8661
11.3,71,1028.9,0.0,0.0,0.0,0,0,0,234.07,4.39,325.01,15.7,323.39,3.32,319.4,12.24,58.740219,64.496629,109.69053
9.41,68,1019.4,0.0,0.0,100.0,0,56,100,152.19,27.78,198.9,33.96,201.12,28.24,199.36,27.72,21.791321,64.729974,169.16737
17.95,39,1029.7,0.0,0.0,2.1,7,0,0,440.55,13.9,306.57,15.58,303.69,14.19,305.71,19.08,17.781353,60.952537,170.92216
17.59,67,1001.2,0.1,0.0,32.0,0,0,32,179.78,32.59,224.1,39.46,225.37,32.62,222.32,58.68,41.370995,52.88355,125.14819
9.44,91,1024.7,0.0,0.0,100.0,0,0,100,85.44,6.16,353.29,7.59,5.44,6.13,356.63,15.48,89.168929,72.957826,73.461206
8.25,81,1025.5,0.0,0.0,100.0,74,66,100,186.9,7.34,11.31,6.29,13.24,5.94,14.04,15.48,36.361161,70.496313,211.30027
3.96,87,1030.8,0.0,0.0,0.0,0,0,0,60.52,10.5,5.91,16.9,26.57,9.72,360.0,28.08,87.73594,74.804956,77.683784
9.04,69,1013.5,0.0,0.0,100.0,0,0,100,285.69,22.38,11.13,25.07,12.44,22.45,12.03,24.84,60.20071,51.858232,96.333101
18.94,50,1006.4,0.0,0.0,100.0,100,100,100,544.68,16.66,186.2,16.75,188.65,15.94,186.48,15.12,21.308287,51.658123,207.22302
12.81,65,1018.8,0.0,0.0,100.0,0,100,0,321.29,35.26,147.93,43.85,147.75,35.38,148.74,45.36,24.795358,59.126701,153.94722
5.45,79,1017.4,0.0,0.0,0.0,0,0,0,113.03,15.94,263.52,25.6,266.78,15.94,263.52,28.08,52.991542,72.70516,125.48649
13.27,63,1016.6,0.0,0.0,23.0,0,0,23,591.85,5.77,86.42,6.48,90.0,6.13,86.63,9.36,30.714819,38.577165,134.47984
15.72,35,1019.1,0.0,0.0,0.0,0,0,0,245.64,6.3,210.96,12.86,252.07,5.32,208.3,12.6,55.531383,63.911732,113.72859
22.86,31,1010.9,0.3,0.0,100.0,0,100,65,305.27,17.41,277.13,19.6,277.39,17.02,276.07,21.6,67.401328,56.346974,270.65634
